Frequenz;Kanal B;Invertieren A
(ms);(V);(mV)

0,42752000;7,45323000;7,21457600
0,43008000;7,36228500;-9,07620400
0,43264000;7,18039500;-28,98038000
0,43520000;6,72566900;-48,89065000
0,43776000;6,17969300;-68,80093000
0,44032000;5,36118700;-83,28501000
0,44288000;4,45143000;-97,76299000
0,44544000;3,45103300;-108,62760000
0,44800000;2,35938600;-115,86660000
0,45056000;1,26804400;-121,29890000
0,45312000;-0,00518815;-124,91840000
0,45568000;-1,18747500;-123,10560000
0,45824000;-2,37006700;-117,67940000
0,46080000;-3,46171500;-112,24710000
0,46336000;-4,46211100;-101,38860000
0,46592000;-5,37186800;-88,71731000
0,46848000;-6,09942900;-76,04602000
0,47104000;-6,73604500;-56,12964000
0,47360000;-7,19107600;-38,03217000
0,47616000;-7,37296700;-18,12189000
0,47872000;-7,37296700;-0,02441481
0,48128000;-7,28202200;19,88586000
0,48384000;-7,00888100;39,79613000
0,48640000;-6,46321000;57,89972000
0,48896000;-5,82659400;76,00330000
0,49152000;-5,00778200;90,48128000
0,49408000;-4,00738500;101,34590000
0,49664000;-3,00668400;112,20440000
0,49920000;-1,82439600;119,44330000
0,50176000;-0,64180430;123,06280000
0,50432000;0,54048280;126,68230000
0,50688000;1,81371500;121,25610000
0,50944000;2,90536200;115,82380000
0,51200000;3,99670400;108,58490000
0,51456000;4,90646100;95,91357000
0,51712000;5,72496700;83,24229000
0,51968000;6,45252800;65,13871000
0,52224000;6,99850500;47,04123000
0,52480000;7,27134000;30,75045000
0,52736000;7,45323000;9,02737500
0,52992000;7,36228500;-10,88290000
0,53248000;7,18039500;-28,98038000
0,53504000;6,81661400;-48,89065000
0,53760000;6,17969300;-65,18143000
0,54016000;5,45213200;-79,66551000
0,54272000;4,63362600;-94,14349000
0,54528000;3,63292300;-106,81480000
0,54784000;2,45033100;-115,86660000
0,55040000;1,26804400;-123,10560000
0,55296000;0,08575701;-123,10560000
0,55552000;-1,18747500;-123,10560000
0,55808000;-2,27912200;-119,48610000
0,56064000;-3,37076900;-112,24710000
0,56320000;-4,46211100;-103,19530000
0,56576000;-5,37186800;-88,71731000
0,56832000;-6,09942900;-76,04602000
0,57088000;-6,73604500;-57,94244000
0,57344000;-7,19107600;-38,03217000
0,57600000;-7,37296700;-19,92859000
0,57856000;-7,46391200;-1,83721400
0,58112000;-7,28202200;19,88586000
0,58368000;-7,00888100;39,79613000
0,58624000;-6,55415500;54,28022000
0,58880000;-5,91753900;76,00330000
0,59136000;-5,09903200;90,48128000
0,59392000;-4,09833000;101,34590000
0,59648000;-3,09762900;112,20440000
0,59904000;-1,91534200;119,44330000
0,60160000;-0,73274940;123,06280000
0,60416000;0,44953760;123,06280000
0,60672000;1,72277000;123,06280000
0,60928000;2,81441700;115,82380000
0,61184000;3,90575900;106,77210000
0,61440000;4,81551600;97,72027000
0,61696000;5,63402200;85,04898000
0,61952000;6,36158300;68,75820000
0,62208000;6,90755900;47,04123000
0,62464000;7,27134000;28,93765000
0,62720000;7,45323000;12,64687000
0,62976000;7,45323000;-9,07620400
0,63232000;7,18039500;-28,98038000
0,63488000;6,81661400;-45,27116000
0,63744000;6,27063800;-65,18143000
0,64000000;5,45213200;-79,66551000
0,64256000;4,63362600;-95,95630000
0,64512000;3,63292300;-105,00810000
0,64768000;2,54127600;-115,86660000
0,65024000;1,35898900;-121,29890000
0,65280000;0,08575701;-123,10560000
0,65536000;-1,09653000;-123,10560000
0,65792000;-2,18817700;-119,48610000
0,66048000;-3,37076900;-112,24710000
0,66304000;-4,37116600;-103,19530000
0,66560000;-5,28092300;-90,52400000
0,66816000;-6,09942900;-74,23322000
0,67072000;-6,64510000;-57,94244000
0,67328000;-7,10013100;-39,83886000
0,67584000;-7,37296700;-21,74138000
0,67840000;-7,46391200;-1,83721400
0,68096000;-7,28202200;19,88586000
0,68352000;-7,00888100;39,79613000
0,68608000;-6,55415500;54,28022000
0,68864000;-5,91753900;72,38380000
0,69120000;-5,09903200;86,86178000
0,69376000;-4,09833000;101,34590000
0,69632000;-3,09762900;112,20440000
0,69888000;-1,91534200;121,25610000
0,70144000;-0,82369460;123,06280000
0,70400000;0,44953760;123,06280000
0,70656000;1,63182500;123,06280000
0,70912000;2,72347200;115,82380000
0,71168000;3,81481400;110,39150000
0,71424000;4,81551600;95,91357000
0,71680000;5,63402200;85,04898000
0,71936000;6,36158300;68,75820000
0,72192000;6,90755900;50,66072000
0,72448000;7,27134000;28,93765000
0,72704000;7,36228500;12,64687000
0,72960000;7,36228500;-7,26340500
0,73216000;7,27134000;-25,36088000
0,73472000;6,81661400;-43,46446000
0,73728000;6,27063800;-61,56194000
0,73984000;5,54307700;-79,66551000
0,74240000;4,63362600;-94,14349000
0,74496000;3,63292300;-105,00810000
0,74752000;2,54127600;-115,86660000
0,75008000;1,44993400;-121,29890000
0,75264000;0,26764730;-123,10560000
0,75520000;-1,00558500;-123,10560000
0,75776000;-2,09723200;-119,48610000
0,76032000;-3,27982400;-112,24710000
0,76288000;-4,28022100;-101,38860000
0,76544000;-5,28092300;-90,52400000
0,76800000;-6,00848400;-76,04602000
0,77056000;-6,64510000;-61,56194000
0,77312000;-7,10013100;-43,46446000
0,77568000;-7,37296700;-21,74138000
0,77824000;-7,46391200;-3,64391000
0,78080000;-7,37296700;18,07916000
0,78336000;-7,00888100;36,17664000
0,78592000;-6,64510000;52,46742000
0,78848000;-6,00848400;72,38380000
0,79104000;-5,18997800;88,67458000
0,79360000;-4,28022100;99,53307000
0,79616000;-3,18887900;110,39150000
0,79872000;-2,09723200;119,44330000
0,80128000;-0,91463970;121,25610000
0,80384000;0,35859250;123,06280000
0,80640000;1,54087900;121,25610000
0,80896000;2,63222100;119,44330000
0,81152000;3,72386900;110,39150000
0,81408000;4,72457000;99,53307000
0,81664000;5,63402200;85,04898000
0,81920000;6,27063800;70,57100000
0,82176000;6,90755900;52,46742000
0,82431999;7,18039500;34,36994000
0,82687999;7,36228500;14,45967000
0,82943999;7,36228500;-3,64391000
0,83199999;7,18039500;-27,16758000
0,83455999;6,90755900;-45,27116000
0,83711999;6,27063800;-63,37474000
0,83967999;5,54307700;-79,66551000
0,84223999;4,72457000;-90,52400000
0,84479999;3,72386900;-105,00810000
0,84735999;2,63222100;-112,24710000
0,84991999;1,54087900;-121,29890000
0,85247999;0,35859250;-123,10560000
0,85503999;-0,91463970;-123,10560000
0,85759999;-2,09723200;-119,48610000
0,86015999;-3,18887900;-115,86660000
0,86271999;-4,28022100;-105,00810000
0,86527999;-5,18997800;-94,14349000
0,86783999;-6,00848400;-76,04602000
0,87039999;-6,64510000;-61,56194000
0,87295999;-7,00888100;-41,65166000
0,87551999;-7,28202200;-25,36088000
0,87807999;-7,46391200;-3,64391000
0,88063999;-7,28202200;16,26637000
0,88319999;-7,00888100;36,17664000
0,88575999;-6,64510000;52,46742000
0,88831999;-6,00848400;72,38380000
0,89087999;-5,18997800;86,86178000
0,89343999;-4,28022100;99,53307000
0,89599999;-3,27982400;110,39150000
0,89855999;-2,09723200;117,63660000
0,90111999;-1,00558500;123,06280000
0,90367999;0,26764730;123,06280000
0,90623999;1,44993400;121,25610000
0,90879999;2,63222100;117,63660000
0,91135999;3,72386900;110,39150000
0,91391999;4,72457000;101,34590000
0,91647999;5,54307700;85,04898000
0,91903999;6,27063800;70,57100000
0,92159999;6,81661400;52,46742000
0,92415999;7,27134000;36,17664000
0,92671999;7,45323000;14,45967000
0,92927999;7,45323000;-5,45670900
0,93183999;7,27134000;-25,36088000
