Frequenz;Kanal B;Invertieren A
(ms);(V);(V)

0,00000000;11,53661000;0,04531999
0,00256000;11,53661000;0,04531999
0,00512000;11,53661000;0,04531999
0,00768000;11,53661000;0,04531999
0,01024000;11,53661000;0,03625599
0,01280000;11,53661000;0,04531999
0,01536000;11,53661000;0,05435346
0,01792000;11,53661000;0,05435346
0,02048000;11,53661000;0,05435346
0,02304000;11,53661000;0,04531999
0,02560000;11,53661000;0,04531999
0,02816000;11,53661000;0,05435346
0,03072000;11,53661000;0,05435346
0,03328000;11,53661000;0,05435346
0,03584000;11,53661000;0,05435346
0,03840000;11,53661000;0,05435346
0,04096000;11,53661000;0,05435346
0,04352000;11,53661000;0,05435346
0,04608000;11,53661000;0,05435346
0,04864000;11,53661000;0,05435346
0,05120000;11,71789000;0,05435346
0,05376000;11,53661000;0,05435346
0,05632000;11,53661000;0,06338695
0,05888000;11,71789000;0,06338695
0,06144000;11,53661000;0,05435346
0,06400000;11,71789000;0,05435346
0,06656000;11,71789000;0,06338695
0,06912000;11,71789000;0,06338695
0,07168000;11,71789000;0,06338695
0,07424000;11,53661000;0,06338695
0,07680000;11,71789000;0,06338695
0,07936000;11,71789000;0,06338695
0,08192000;11,71789000;0,06338695
0,08448000;11,71789000;0,06338695
0,08704000;11,71789000;0,06338695
0,08960000;11,71789000;0,07245094
0,09216000;11,71789000;0,07245094
0,09472000;11,53661000;0,06338695
0,09728000;11,71789000;0,07245094
0,09984000;11,71789000;0,07245094
0,10240000;11,71789000;0,07245094
0,10496000;11,71789000;0,07245094
0,10752000;11,71789000;0,07245094
0,11008000;11,71789000;0,07245094
0,11264000;11,71789000;0,07245094
0,11520000;11,71789000;0,07245094
0,11776000;11,71789000;0,07245094
0,12032000;11,71789000;0,07245094
0,12288000;11,71789000;0,07245094
0,12544000;11,71789000;0,07245094
0,12800000;11,71789000;0,07245094
0,13056000;11,71789000;0,07245094
0,13312000;11,71789000;0,07245094
0,13568000;11,71789000;0,07245094
0,13824000;11,71789000;0,07245094
0,14080000;11,71789000;0,08148442
0,14336000;11,71789000;0,07245094
0,14592000;11,71789000;0,09054842
0,14848000;11,71789000;0,09054842
0,15104000;11,71789000;0,08148442
0,15360000;11,71789000;0,09054842
0,15616000;11,71789000;0,09054842
0,15872000;11,71789000;0,09054842
0,16128000;11,71789000;0,09054842
0,16384000;11,71789000;0,09054842
0,16640000;11,71789000;0,09054842
0,16896000;11,71789000;0,09054842
0,17152000;11,71789000;0,09054842
0,17408000;11,71789000;0,09054842
0,17664000;11,71789000;0,09054842
0,17920000;11,71789000;0,09054842
0,18176000;11,71789000;0,09958190
0,18432000;11,71789000;0,09958190
0,18688000;11,71789000;0,09958190
0,18944000;11,71789000;0,09958190
0,19200000;11,89917000;0,09958190
0,19456000;11,71789000;0,09958190
0,19712000;11,89917000;0,09958190
0,19968000;11,71789000;0,10861540
0,20224000;11,71789000;0,09958190
0,20480000;11,89917000;0,09958190
0,20736000;11,89917000;0,09958190
0,20992000;11,71789000;0,09958190
0,21248000;11,71789000;0,10861540
0,21504000;11,71789000;0,10861540
0,21760000;11,89917000;0,10861540
0,22016000;11,71789000;0,10861540
0,22272000;11,89917000;0,10861540
0,22528000;11,71789000;0,10861540
0,22784000;11,89917000;0,10861540
0,23040000;11,71789000;0,10861540
0,23296000;11,89917000;0,11767940
0,23552000;11,89917000;0,10861540
0,23808000;11,89917000;0,10861540
0,24064000;11,89917000;0,11767940
0,24320000;11,89917000;0,11767940
0,24576000;11,89917000;0,10861540
0,24832000;11,89917000;0,11767940
0,25088000;11,89917000;0,10861540
0,25344000;11,89917000;0,12671290
0,25600000;11,89917000;0,12671290
0,25856000;12,08045000;0,12671290
0,26112000;11,89917000;0,12671290
0,26368000;11,71789000;0,12671290
0,26624000;11,89917000;0,12671290
0,26880000;11,89917000;0,12671290
0,27136000;11,89917000;0,13574630
0,27392000;11,89917000;0,13574630
0,27648000;12,08045000;0,13574630
0,27904000;11,89917000;0,13574630
0,28160000;12,08045000;0,13574630
0,28416000;11,89917000;0,13574630
0,28672000;11,89917000;0,13574630
0,28928000;11,89917000;0,14481030
0,29184000;11,89917000;0,13574630
0,29440000;11,89917000;0,14481030
0,29696000;12,08045000;0,14481030
0,29952000;11,89917000;0,14481030
0,30208000;12,08045000;0,14481030
0,30464000;12,08045000;0,14481030
0,30720000;11,89917000;0,14481030
0,30976000;11,89917000;0,14481030
0,31232000;12,08045000;0,14481030
0,31488000;12,08045000;0,14481030
0,31744000;11,89917000;0,14481030
0,32000000;11,89917000;0,14481030
